거주동 코드,거주동 이름,대표_편도통근시간_분,대표_편도통근거리_km,대표_편도교통비_원,월_통근시간_분,월_통근시간_시간,월_통근교통비_원,월_통근시간_기회비용_원,주요_출근목적지_목록,주요목적지_누적출근비중,거주동_전체_출근량,선택목적지_출근량합,API_경로포함률,교통비_산출포함률,내부통근비중,대표_편도도보시간_분,도보시간_산출포함률,대표_편도환승횟수,환승횟수_산출포함률,월평균_출근일수_가정,시간가치_원_시간,거주동 이름_network,통근권_코드,통근권_행정동수,출근_유출량,동일통근권_내부출근량,동일통근권_내부출근비율,외부통근권_출근량,외부통근권_이동비율,주요_목적지통근권코드,주요_목적지통근권_출근량,주요_목적지통근권_비중,목적지_개수,목적지_HHI,목적지_엔트로피,목적지_정규화엔트로피,유효_목적지수,최대_목적지비중,주요_출근목적지,출근_유입량,출근_순유입량,출근_유입유출비,통근권_대표업무중심지_코드,통근권_대표업무중심지_이름,대표업무중심지_출근유입량,내부통근_출근량,내부통근_비중,루바인_모듈러리티,간선필터_분위수,간선필터_최소이동량
11110515,청운효자동,26.2809058818,6.0483975635687,1539.6683740534345,1103.7980470356,18.39663411726,64666.07171024424,189853.2640901232,"사직동, 종로1.2.3.4가동, 청운효자동, 명동, 소공동",0.800782899670248,564412.04,451971.51,1.0,0.9043547678480884,0.0956452321519115,9.016528665327408,0.9043547678480884,0.8330192548886375,0.9043547678480884,21.0,10320.0,청운효자동,2,92,564412.04,356964.29,0.6324533580112854,207447.75000000006,0.36754664198871456,2,356964.29,0.6324533580112854,364,0.031080319711616712,4.3876041062464965,0.7440206249874926,80.4474443700048,0.09870492840655914,사직동 | 종로1.2.3.4가동 | 청운효자동 | 명동 | 소공동,682327.04,117915.0,1.2089165213413944,11110615,종로1.2.3.4가동,13113292.16,43228.92,0.07659106634224173,0.30782946022911206,0.25,442.0
11215847,자양4동,25.250312135,6.055252666873,1586.6469445246796,1060.5131096700002,17.675218494500005,66639.17167003655,182408.2548632401,"자양4동, 성수2가3동, 역삼1동, 성수2가1동, 청담동",0.8001031655779743,1112212.06,889884.39,1.0,0.9139456980473608,0.086054301952639,9.787547222855222,0.9139456980473608,0.5361717937528651,0.9139456980473608,21.0,10320.0,자양4동,5,60,1112212.06,411775.93,0.370231491645577,700436.1300000001,0.6297685083544231,1,447734.67,0.4025623225124892,385,0.019869777651335456,4.580346824548808,0.769386797641588,97.5482204583753,0.06885231940390936,자양4동 | 성수2가3동 | 역삼1동 | 성수2가1동 | 청담동,784270.18,-327941.88,0.7051444667845087,11200690,성수2가3동,5117478.63,76578.38,0.06885231940390936,0.30782946022911206,0.25,442.0
11215850,구의1동,29.5816026692,7.252267002728,1596.2874164940624,1242.4273121064,20.70712186844,67044.07149275062,213697.4976823008,"역삼1동, 성수2가3동, 구의1동, 구의3동, 자양1동",0.8013240517481848,1333997.71,1068964.45,1.0,0.9418940826329631,0.0581059173670368,10.959481285634975,0.9418940826329631,0.8716992600335856,0.9418940826329631,21.0,10320.0,구의1동,5,60,1333997.71,482979.75,0.3620544071248818,851017.96,0.6379455928751182,1,577692.41,0.43305352450717477,400,0.018902851489614927,4.599482872004368,0.7676725508163929,99.43288281701213,0.061048283208822,역삼1동 | 성수2가3동 | 구의1동 | 구의3동 | 자양1동,641560.57,-692437.14,0.48093078810457623,11200690,성수2가3동,5117478.63,62113.16,0.046561669135099196,0.30782946022911206,0.25,442.0
11215860,구의2동,29.5775658265,7.1590692847139,1569.132725270177,1242.257764713,20.70429607855,65903.57446134744,213668.335530636,"구의2동, 성수2가3동, 역삼1동, 구의3동, 광장동",0.8010596521580579,1358932.73,1088586.18,1.0,0.9359883661209074,0.0640116338790926,11.080873462841362,0.9359883661209074,0.7752098717473285,0.9359883661209074,21.0,10320.0,구의2동,5,60,1358932.73,538942.85,0.396592736418969,819989.88,0.603407263581031,5,538942.85,0.396592736418969,392,0.013571996502361763,4.883160894759108,0.8177770504417309,132.0473928326464,0.051277137169254874,구의2동 | 성수2가3동 | 역삼1동 | 구의3동 | 광장동,662097.99,-696834.74,0.4872191061289693,11200690,성수2가3동,5117478.63,69682.18,0.051277137169254874,0.30782946022911206,0.25,442.0
11215870,구의3동,31.3932785588,8.3292642619984,1681.8797992065292,1318.5176994696,21.97529499116,70638.95156667422,226785.04430877123,"구의3동, 역삼1동, 성수2가3동, 삼성1동, 명동",0.8005798849473591,1579058.06,1264162.12,1.0,0.8957860800322034,0.1042139199677965,10.583442187816935,0.8957860800322034,0.8123530159711119,0.8957860800322034,21.0,10320.0,구의3동,5,60,1579058.06,526439.5,0.3333883112569021,1052618.56,0.666611688743098,1,635603.0,0.40252034811183574,393,0.019600386288584157,4.670491564870563,0.7818279905658263,106.75020418752052,0.08343156805773183,구의3동 | 역삼1동 | 성수2가3동 | 삼성1동 | 명동,1833647.9,254589.83999999985,1.1612289290996682,11200690,성수2가3동,5117478.63,131743.29,0.08343156805773183,0.30782946022911206,0.25,442.0
11230515,신설동,25.1675819245,5.65889421314,1682.7363296176209,1057.038440829,17.61730734715,70674.92584394007,181810.611822588,"신설동, 종로1.2.3.4가동, 명동, 소공동, 종로5.6가동",0.8017006292178618,393339.12,315340.22000000003,1.0,0.904514749181059,0.0954852508189408,7.704192601613185,0.904514749181059,0.5214200652891509,0.904514749181059,21.0,10320.0,신설동,4,72,393339.12,88141.5,0.22408526261003484,305197.62,0.7759147373899652,2,133453.8,0.33928433052883217,379,0.020586786759815952,4.640831950812317,0.781609036226145,103.63052723100706,0.07655058566257025,신설동 | 종로1.2.3.4가동 | 명동 | 소공동 | 종로5.6가동,621031.15,227692.03000000003,1.578869526122904,11110630,종로5.6가동,2771806.47,30110.34,0.07655058566257025,0.30782946022911206,0.25,442.0
11230533,용두동,28.296322544,5.813856249455,1585.1482107662289,1188.445546848,19.8074257808,66576.2248521816,204412.634057856,"용두동, 종로1.2.3.4가동, 명동, 제기동, 신설동",0.8015269981300795,486191.82,389695.87,1.0,0.926687752682624,0.0733122473173759,9.207270106972604,0.926687752682624,0.4397323525613925,0.926687752682624,21.0,10320.0,용두동,5,60,486191.82,140535.94,0.28905451350456696,345655.88,0.710945486495433,2,141397.65,0.2908268798105242,370,0.017378245837525935,4.718114108528948,0.7978543519856894,111.95691485950209,0.05876174551846635,용두동 | 종로1.2.3.4가동 | 명동 | 제기동 | 신설동,358172.33,-128019.48999999999,0.7366893379654146,11200690,성수2가3동,5117478.63,28569.48,0.05876174551846635,0.30782946022911206,0.25,442.0
11230536,용신동,28.6616527814,5.7401377472756,1583.1319369654443,1203.7894168188,20.06315694698,66491.54135254867,207051.7796928336,"용신동, 종로1.2.3.4가동, 명동, 제기동, 소공동",0.8018652069325684,1045092.62,838023.41,1.0,0.8759061754611366,0.1240938245388634,9.069621098596365,0.8759061754611366,0.4340999150103088,0.8759061754611366,21.0,10320.0,용신동,4,72,1045092.62,237133.73,0.2269021189720008,807958.89,0.7730978810279993,2,332040.84,0.31771427110450745,403,0.022860170066307205,4.662937028020799,0.7772939386622977,105.94679435181915,0.09950652029290954,용신동 | 종로1.2.3.4가동 | 명동 | 제기동 | 소공동,1285943.16,240850.53999999992,1.2304585597399011,11110630,종로5.6가동,2771806.47,103993.53,0.09950652029290954,0.30782946022911206,0.25,442.0
11230545,제기동,29.067322259,6.0600615753480005,1552.2860920136702,1220.827534878,20.3471255813,65196.01586457415,209982.335999016,"제기동, 종로1.2.3.4가동, 용신동, 명동, 청량리동",0.8005387029847703,1201337.32,961717.02,1.0,0.8652788010344248,0.1347211989655751,8.345160476712003,0.8652788010344248,0.9588957464600832,0.8652788010344248,21.0,10320.0,제기동,4,72,1201337.32,364908.88,0.3037522217323607,836428.4400000001,0.6962477782676393,4,364908.88,0.3037522217323607,415,0.024012062669734765,4.698257509129716,0.7793696813049569,109.75575732589948,0.10784953388445469,제기동 | 종로1.2.3.4가동 | 용신동 | 명동 | 청량리동,1239219.89,37882.56999999983,1.031533666164637,11110630,종로5.6가동,2771806.47,129563.67,0.10784953388445469,0.30782946022911206,0.25,442.0
11230560,전농1동,30.1491260634,7.2497906479613,1548.4441883762756,1266.2632946628,21.10438824438,65034.65591180358,217797.2866820016,"전농1동, 종로1.2.3.4가동, 명동, 답십리1동, 역삼1동",0.8014835586282284,1704175.32,1365868.5,1.0,0.903804487767307,0.0961955122326929,12.313781250716762,0.903804487767307,0.4806819333389666,0.903804487767307,21.0,10320.0,전농1동,5,60,1704175.32,628049.14,0.36853552133356793,1076126.1800000002,0.6314644786664321,5,628049.14,0.368535521333568,408,0.01661252816209128,4.843084709257499,0.8056678515104508,126.86007523456706,0.07709912146832405,전농1동 | 종로1.2.3.4가동 | 명동 | 답십리1동 | 역삼1동,1246701.53,-457473.79000000004,0.7315570853355627,11200690,성수2가3동,5117478.63,131390.42,0.07709912146832405,0.30782946022911206,0.25,442.0
11230570,전농2동,26.8750711528,7.1425445941216,1581.7447570565062,1128.7529884176,18.81254980696,66433.27979637326,194145.5140078272,"전농2동, 전농1동, 종로1.2.3.4가동, 장안1동, 답십리2동",0.8000103452063906,929512.63,743619.72,1.0,0.9289781610417756,0.0710218389582245,6.852030537510161,0.9289781610417756,0.8133659245552124,0.9289781610417756,21.0,10320.0,전농2동,5,60,929512.63,395240.85,0.42521299576101507,534271.78,0.5747870042389849,5,395240.85,0.42521299576101507,388,0.016084142991631023,4.785472273591332,0.8027961729512167,119.75790822782797,0.05681820590216186,전농2동 | 전농1동 | 종로1.2.3.4가동 | 장안1동 | 답십리2동,371647.56,-557865.0700000001,0.39983056497037595,11200690,성수2가3동,5117478.63,52813.24,0.05681820590216186,0.30782946022911206,0.25,442.0
11230600,답십리1동,31.011453,7.312938203145999,1548.4892096222993,1302.481026,21.7080171,65036.54680413657,224026.736472,"답십리1동, 종로1.2.3.4가동, 전농1동, 여의동, 성수2가3동",0.8019041663214438,1579052.19,1266248.53,1.0,0.9243661510904182,0.0756338489095817,9.587528747266129,0.9243661510904182,0.9845349271548408,0.9243661510904182,21.0,10320.0,답십리1동,5,60,1579052.19,586625.81,0.3715050165631321,992426.3799999999,0.6284949834368678,5,586625.81,0.3715050165631321,413,0.014969221680827993,4.838298211567993,0.8032440121537707,126.25431067942141,0.0606510985555202,답십리1동 | 종로1.2.3.4가동 | 전농1동 | 여의동 | 성수2가3동,821666.42,-757385.7699999999,0.5203541879131938,11200690,성수2가3동,5117478.63,95771.25,0.0606510985555202,0.30782946022911206,0.25,442.0
11230610,답십리2동,27.1612520977,7.0582505674766,1594.5189419452088,1140.7725881034,19.01287646839,66969.79556169877,196212.8851537848,"답십리2동, 장안1동, 종로1.2.3.4가동, 답십리1동, 성수2가3동",0.8022291065515933,1419326.5,1138625.03,1.0,0.9307903673960162,0.0692096326039837,6.748065559037375,0.9307903673960162,0.9076105064087684,0.9307903673960162,21.0,10320.0,답십리2동,5,60,1419326.5,597967.4,0.421303625346247,821359.1,0.578696374653753,5,597967.4,0.421303625346247,392,0.015456594764185422,4.837803657351272,0.8101811287379479,126.19188651503487,0.05552198172865793,답십리2동 | 장안1동 | 종로1.2.3.4가동 | 답십리1동 | 성수2가3동,605855.98,-813470.52,0.4268615994980718,11200690,성수2가3동,5117478.63,78803.82,0.05552198172865793,0.30782946022911206,0.25,442.0
11230650,장안1동,30.5042341284,7.49866754642,1584.593150657499,1281.1778333928,21.35296388988,66552.91232761498,220362.5873435616,"장안1동, 장안2동, 종로1.2.3.4가동, 역삼1동, 성수2가3동",0.8005178890887662,1773198.2,1419476.88,1.0,0.8753900239643213,0.1246099760356787,8.92942309337069,0.8753900239643213,0.8598122452871034,0.8753900239643213,21.0,10320.0,장안1동,5,60,1773198.2,752520.38,0.4243859372291265,1020677.82,0.5756140627708736,5,752520.38,0.4243859372291265,409,0.019744089318093874,4.808816015889736,0.7996414680628264,122.58639122207576,0.09975251497548329,장안1동 | 장안2동 | 종로1.2.3.4가동 | 역삼1동 | 성수2가3동,1886927.64,113729.43999999994,1.0641380303679533,11200690,성수2가3동,5117478.63,176880.98,0.09975251497548329,0.30782946022911206,0.25,442.0
11230660,장안2동,27.532915775,7.431747229992,1587.4494547408124,1156.38246255,19.2730410425,66672.87709911412,198897.7835586,"장안2동, 장안1동, 종로1.2.3.4가동, 답십리2동, 역삼1동",0.8009458377408882,1716947.77,1375182.17,1.0,0.8853871992828412,0.1146128007171588,6.382158418171828,0.8853871992828412,0.7894208295469014,0.8853871992828412,21.0,10320.0,장안2동,5,60,1716947.77,795258.49,0.46318152706532245,921689.28,0.5368184729346775,5,795258.49,0.46318152706532245,405,0.020669591893176246,4.788821357175743,0.7976201590153537,120.15965984673723,0.09179864568623425,장안2동 | 장안1동 | 종로1.2.3.4가동 | 답십리2동 | 역삼1동,1070989.69,-645958.0800000001,0.6237753464102173,11200690,성수2가3동,5117478.63,157613.48,0.09179864568623425,0.30782946022911206,0.25,442.0
11230705,청량리동,28.4589609536,6.3360466975324,1573.5421179621085,1195.2763600511998,19.92127266752,66088.76895440854,205587.5339288064,"청량리동, 제기동, 종로1.2.3.4가동, 전농1동, 명동",0.8012572331235053,882087.8,706779.23,1.0,0.9035516649237132,0.0964483350762868,10.328722103961136,0.9035516649237132,0.3992313024002268,0.9035516649237132,21.0,10320.0,청량리동,5,60,882087.8,286550.22,0.3248545326213558,595537.5800000001,0.6751454673786442,5,286550.22,0.32485453262135583,398,0.018905552631458343,4.764781714793081,0.7959274893688367,117.30550843571194,0.0772799261025943,청량리동 | 제기동 | 종로1.2.3.4가동 | 전농1동 | 명동,729676.29,-152411.51,0.8272150346031314,11200690,성수2가3동,5117478.63,68167.68,0.0772799261025943,0.30782946022911206,0.25,442.0
11230710,회기동,28.7476496777,6.7336973562827,1548.5428453870602,1207.4012864634,20.12335477439,65038.79950625653,207673.0212717048,"회기동, 청량리동, 종로1.2.3.4가동, 제기동, 휘경1동",0.801017728059953,455396.7,364780.83,1.0,0.8211146676759302,0.1788853323240697,9.646090853451463,0.8211146676759302,0.5662848421959102,0.8211146676759302,21.0,10320.0,회기동,5,60,455396.7,181328.23,0.39817642508169254,274068.47,0.6018235749183074,5,181328.23,0.39817642508169254,374,0.03093228438027606,4.570590062536698,0.7715045093986991,96.60109364553132,0.14329032248147605,회기동 | 청량리동 | 종로1.2.3.4가동 | 제기동 | 휘경1동,635292.14,179895.44,1.3950301791822382,11200690,성수2가3동,5117478.63,65253.94,0.14329032248147605,0.30782946022911206,0.25,442.0
11230720,휘경1동,35.2878980955,8.9810710523375,1585.4656656667723,1482.0917200109998,24.701528666849995,66589.55795800444,254919.77584189197,"휘경1동, 종로1.2.3.4가동, 이문1동, 명동, 회기동",0.8001197920065052,819169.85,655434.01,1.0,0.951693748696379,0.0483062513036209,8.94720528475894,0.951693748696379,0.5095712513565551,0.951693748696379,21.0,10320.0,휘경1동,5,60,819169.85,278328.17,0.3397685718047362,540841.6799999999,0.6602314281952637,5,278328.17,0.3397685718047362,388,0.01332365343684613,4.875217831218523,0.8178516128500279,131.0026865778237,0.03865078774566716,휘경1동 | 종로1.2.3.4가동 | 이문1동 | 명동 | 회기동,332207.54,-486962.31,0.4055417078643702,11200690,성수2가3동,5117478.63,31661.56,0.03865078774566716,0.30782946022911206,0.25,442.0
11230730,휘경2동,30.6194591768,8.1629946860571,1595.2937099491244,1286.0172854256,21.43362142376,67002.33581786322,221194.9730932032,"전농1동, 휘경2동, 종로1.2.3.4가동, 장안2동, 명동",0.8013128659175474,1123217.52,900048.65,1.0,0.9519158881022708,0.048084111897729,8.513073212575948,0.9519158881022708,0.7637911746882075,0.9519158881022708,21.0,10320.0,휘경2동,5,60,1123217.52,479388.42,0.42679927214810537,643829.1000000001,0.5732007278518947,5,479388.42,0.42679927214810537,392,0.015580554958365835,4.828982648698998,0.8087038850851083,125.08364189597715,0.06519203867119167,전농1동 | 휘경2동 | 종로1.2.3.4가동 | 장안2동 | 명동,403510.81,-719706.71,0.35924547366390797,11200690,성수2가3동,5117478.63,43278.04,0.038530417509869325,0.30782946022911206,0.25,442.0
11230740,이문1동,31.7864398905,8.8007727496553,1617.4091053252478,1335.030475401,22.25050792335,67931.1824236604,229625.241768972,"이문1동, 종로1.2.3.4가동, 회기동, 명동, 여의동",0.8011001869683751,961371.14,770154.6,1.0,0.9018605744872522,0.0981394255127477,10.43156149776985,0.9018605744872522,0.8096645846338624,0.9018605744872522,21.0,10320.0,이문1동,5,60,961371.14,308969.84,0.32138455914122827,652401.3,0.6786154408587718,5,308969.84,0.32138455914122827,399,0.01803162184471173,4.817067738627928,0.804324390042487,123.60212514776559,0.07861951212723112,이문1동 | 종로1.2.3.4가동 | 회기동 | 명동 | 여의동,568510.03,-392861.11,0.5913533351958121,11200690,성수2가3동,5117478.63,75582.53,0.07861951212723112,0.30782946022911206,0.25,442.0
11230750,이문2동,35.2670130354,9.3901050629323,1601.1938720849885,1481.2145474867998,24.68690912478,67250.14262756951,254768.9021677296,"종로1.2.3.4가동, 이문2동, 이문1동, 명동, 석관동",0.8009456665356732,903887.33,723964.64,1.0,0.9446840939634842,0.0553159060365158,11.853572783672917,0.9446840939634842,0.6613475518144626,0.9446840939634842,21.0,10320.0,이문2동,5,60,903887.33,271401.85,0.30026070837833296,632485.48,0.699739291621667,5,271401.85,0.30026070837833296,375,0.01259832406663373,4.959997023904386,0.8368582638235795,142.59337152484997,0.045794302703634535,종로1.2.3.4가동 | 이문2동 | 이문1동 | 명동 | 석관동,211305.19,-692582.1399999999,0.23377381559270227,11200690,성수2가3동,5117478.63,40046.76,0.04430503523044183,0.30782946022911206,0.25,442.0
11260520,면목2동,31.3155721554,7.4579554905081,1556.57526974234,1315.2540305268,21.92090050878,65376.16132917828,226223.6932506096,"면목2동, 상봉2동, 역삼1동, 성수2가3동, 면목본동",0.8001684125798164,1040504.22,832578.61,1.0,0.9293609284533504,0.0706390715466495,9.48084011512599,0.9293609284533504,0.6335077599988707,0.9293609284533504,21.0,10320.0,면목2동,5,60,1040504.22,481855.86,0.46309841972577487,558648.36,0.5369015802742251,5,481855.86,0.46309841972577487,393,0.014078708771239774,4.865912063976154,0.8145408675743793,129.78926075415043,0.05652315374559461,면목2동 | 상봉2동 | 역삼1동 | 성수2가3동 | 면목본동,446351.86,-594152.36,0.4289765014119789,11200690,성수2가3동,5117478.63,58812.58,0.05652315374559461,0.30782946022911206,0.25,442.0
11260540,면목4동,27.4563517124,8.1160986896986,1602.372904010071,1153.1667719208,19.21944619868,67299.66196842297,198344.6847703776,"면목4동, 성수2가3동, 역삼1동, 면목3.8동, 면목7동",0.80236300234844,820063.51,657988.62,1.0,0.943592337508816,0.0564076624911841,8.68616900887875,0.943592337508816,0.6715236724266683,0.943592337508816,21.0,10320.0,면목4동,5,60,820063.51,360986.82,0.440193735726639,459076.69,0.559806264273361,5,360986.82,0.440193735726639,388,0.01192805727080595,4.923134016615993,0.8258898853674115,137.43265518001508,0.045259421431883974,면목4동 | 성수2가3동 | 역삼1동 | 면목3.8동 | 면목7동,347158.4,-472905.11,0.4233311149279158,11200690,성수2가3동,5117478.63,37115.6,0.045259421431883974,0.30782946022911206,0.25,442.0
11260550,면목5동,27.2521888949,7.3586068110622,1556.3687439209125,1144.5919335858,19.07653222643,65367.48724467831,196869.8125767576,"면목3.8동, 장안2동, 장안1동, 성수2가3동, 면목2동",0.8015643602691768,714538.73,572748.78,1.0,0.9686074931490906,0.0313925068509094,6.512248938032153,0.9686074931490906,0.5496808882789136,0.9686074931490906,21.0,10320.0,면목5동,5,60,714538.73,324746.46,0.45448405574880457,389792.26999999996,0.5455159442511954,5,324746.46,0.45448405574880457,368,0.012825869363090815,4.86802392776647,0.8239599847721835,130.06364762617906,0.0368606191577607,면목3.8동 | 장안2동 | 장안1동 | 성수2가3동 | 면목2동,203342.1,-511196.63,0.2845781361634519,11200690,성수2가3동,5117478.63,17980.02,0.02516311467119494,0.30782946022911206,0.25,442.0
11260565,면목본동,29.081063265,8.541406150412,1592.2437099006336,1221.40465713,20.3567442855,66874.23581582661,210081.60102636,"면목본동, 면목3.8동, 역삼1동, 성수2가3동, 상봉2동",0.80229174370163,1696848.56,1361367.59,1.0,0.9428312965787586,0.0571687034212412,7.616789842645125,0.9428312965787586,0.6911218336845821,0.9428312965787586,21.0,10320.0,면목본동,5,60,1696848.56,729653.7,0.43000519739958404,967194.8600000001,0.5699948026004159,5,729653.7,0.43000519739958404,400,0.012561308864561523,4.942311590988566,0.8248920697317935,140.09371492513188,0.045865978752989006,면목본동 | 면목3.8동 | 역삼1동 | 성수2가3동 | 상봉2동,600208.7,-1096639.86,0.35371966252545245,11200690,성수2가3동,5117478.63,77827.62,0.045865978752989006,0.30782946022911206,0.25,442.0
11260570,면목7동,32.3467257015,8.1856529324233,1607.0409061383568,1358.562479463,22.64270799105,67495.71805781098,233672.746467636,"면목3.8동, 역삼1동, 면목7동, 면목4동, 성수2가3동",0.8016826541017288,1036575.49,831004.59,1.0,0.9632498058765236,0.0367501941234765,9.361237488331298,0.9632498058765236,0.5965791262393293,0.9632498058765236,21.0,10320.0,면목7동,5,60,1036575.49,430238.1,0.41505718025418487,606337.39,0.5849428197458152,5,430238.1,0.41505718025418487,386,0.011523820203770121,4.962521358033509,0.8332197557099217,142.95377954292263,0.04085253839061929,면목3.8동 | 역삼1동 | 면목7동 | 면목4동 | 성수2가3동,253947.94,-782627.55,0.24498740559648,11200690,성수2가3동,5117478.63,30539.58,0.0294619931636624,0.30782946022911206,0.25,442.0
11260575,면목3.8동,28.6472040234,7.8924142777877,1597.5826663325054,1203.1825689828,20.05304281638,67098.47198596523,206947.4018650416,"면목3.8동, 역삼1동, 면목본동, 성수2가3동, 망우본동",0.8017296842956878,1243358.69,996837.57,1.0,0.9343991117830762,0.0656008882169238,7.418130712320647,0.9343991117830762,0.6287610667107421,0.9343991117830762,21.0,10320.0,면목3.8동,5,60,1243358.69,563036.04,0.45283476484167257,680322.6499999999,0.5471652351583274,5,563036.04,0.45283476484167257,407,0.013003816593117841,4.930866551232802,0.8206057334547681,138.4994772473356,0.052594179399671065,면목3.8동 | 역삼1동 | 면목본동 | 성수2가3동 | 망우본동,740594.01,-502764.67999999993,0.5956398712265405,11200690,성수2가3동,5117478.63,65393.43,0.052594179399671065,0.30782946022911206,0.25,442.0
11260580,상봉1동,31.4715392464,9.0268108280914,1589.5112962967771,1321.8046483488,22.03007747248,66759.47444446465,227350.3995159936,"신내1동, 상봉1동, 상봉2동, 망우본동, 역삼1동",0.8023027953040388,1034408.05,829908.47,1.0,0.9549023400134716,0.0450976599865284,7.430435521404954,0.9549023400134716,0.815291013221122,0.9549023400134716,21.0,10320.0,상봉1동,5,60,1034408.05,441483.79,0.42679848634201945,592924.26,0.5732015136579806,5,441483.79,0.42679848634201945,380,0.012841255771713248,4.927269770467964,0.8294827810244381,138.00221979073774,0.03642418482725458,신내1동 | 상봉1동 | 상봉2동 | 망우본동 | 역삼1동,328794.74,-705613.31,0.3178578704989776,11200690,성수2가3동,5117478.63,37426.93,0.03618197866886283,0.30782946022911206,0.25,442.0
11260590,상봉2동,33.4615702935,8.9233573770195,1580.9369731233028,1405.385952327,23.42309920545,66399.35287117872,241726.383800244,"상봉2동, 역삼1동, 논현2동, 청담동, 성수2가3동",0.8015818193717958,1272903.87,1020336.6,1.0,0.9400385519837278,0.0599614480162722,7.693465986695927,0.9400385519837278,0.7321098735010309,0.9400385519837278,21.0,10320.0,상봉2동,5,60,1272903.87,486126.53,0.3819035682561009,786777.3400000001,0.618096431743899,5,486126.53,0.3819035682561009,405,0.013096741777968183,4.907571052520709,0.8173989613175421,135.31035319273298,0.04806400659305089,상봉2동 | 역삼1동 | 논현2동 | 청담동 | 성수2가3동,920022.31,-352881.56000000006,0.7227743835832631,11200690,성수2가3동,5117478.63,61180.86,0.04806400659305089,0.30782946022911206,0.25,442.0
11260600,중화1동,31.4034873594,9.293054675452,1618.283655107857,1318.9464690948,21.98244115158,67967.91351453,226858.7926843056,"중화1동, 중화2동, 역삼1동, 종로1.2.3.4가동, 신내1동",0.8016955384590804,932576.9,747642.74,1.0,0.9501809246485828,0.0498190753514171,8.441700920144804,0.9501809246485828,0.7399160568248858,0.9501809246485828,21.0,10320.0,중화1동,5,60,932576.9,366433.66,0.3929259453027412,566143.24,0.6070740546972587,5,366433.66,0.3929259453027412,393,0.010897441203846546,5.017749220993759,0.8399580078722425,151.07089364788072,0.039939730439387894,중화1동 | 중화2동 | 역삼1동 | 종로1.2.3.4가동 | 신내1동,375197.26,-557379.64,0.4023231328161785,11200690,성수2가3동,5117478.63,37246.87,0.039939730439387894,0.30782946022911206,0.25,442.0
11260610,중화2동,30.1281329685,8.286384449097,1589.5094039229243,1265.381584677,21.08969307795,66759.39496476283,217645.63256444404,"중화2동, 상봉2동, 종로1.2.3.4가동, 역삼1동, 신내1동",0.8015367524487347,1148321.58,920421.95,1.0,0.9316085519255598,0.0683914480744402,8.009673412722544,0.9316085519255598,0.5874434922264292,0.9316085519255598,21.0,10320.0,중화2동,5,60,1148321.58,495754.68,0.43172112118627953,652566.9000000001,0.5682788788137205,5,495754.68,0.43172112118627953,398,0.012010120775493441,4.977340923702961,0.831434198304655,145.08806801986702,0.05481825918485307,중화2동 | 상봉2동 | 종로1.2.3.4가동 | 역삼1동 | 신내1동,425779.4,-722542.18,0.3707841143244909,11200690,성수2가3동,5117478.63,62948.99,0.05481825918485307,0.30782946022911206,0.25,442.0
11260620,묵1동,34.2892789628,9.5797578540848,1614.8007905478912,1440.1497164376,24.00249527396,67821.63320301143,247705.7512272672,"묵1동, 신내1동, 종로1.2.3.4가동, 역삼1동, 공릉1동",0.8005109520488083,1600467.21,1281191.53,1.0,0.9256719563233454,0.0743280436766546,9.398806040291122,0.9256719563233454,0.6821769168027282,0.9256719563233454,21.0,10320.0,묵1동,5,60,1600467.21,570920.83,0.3567213538851571,1029546.38,0.643278646114843,5,570920.83,0.3567213538851571,403,0.012649449138709867,4.990003965762908,0.8318147582050156,146.93700621186832,0.059500413007524226,묵1동 | 신내1동 | 종로1.2.3.4가동 | 역삼1동 | 공릉1동,610692.35,-989774.86,0.3815712975462959,11200690,성수2가3동,5117478.63,95228.46,0.059500413007524226,0.30782946022911206,0.25,442.0
11260630,묵2동,32.8871953542,9.6218206471788,1611.9161751835657,1381.2622048764,23.02103674794,67700.47935770976,237577.09923874083,"묵2동, 묵1동, 역삼1동, 신내1동, 종로1.2.3.4가동",0.8018054239493447,826571.51,662749.52,1.0,0.9435709134877984,0.0564290865122014,9.64227062506048,0.9435709134877984,0.7012030351549724,0.9435709134877984,21.0,10320.0,묵2동,5,60,826571.51,307298.47,0.3717748147404693,519273.04000000004,0.6282251852595307,5,307298.47,0.3717748147404693,371,0.012141540080612138,4.9581077536406815,0.8380558508942315,142.32422843030466,0.04524514763398995,묵2동 | 묵1동 | 역삼1동 | 신내1동 | 종로1.2.3.4가동,308075.27,-518496.24,0.3727146003374832,11200690,성수2가3동,5117478.63,37398.35,0.04524514763398995,0.30782946022911206,0.25,442.0
