거주동 코드,거주동 이름,근무동 코드,근무동 이름,출근_이동량,평균_이동시간_분,평균_이동거리_m,평균_이동거리_km,원본_행수,home_code8,work_code8,is_top80,목적지_순위,최종_가중치,is_internal
11230536,용신동,11230740,이문1동,2109.92,33.54,3161.42,3.161,529,11230536,11230740,0,,,0
11230536,용신동,11440690,망원1동,2108.75,47.59,11485.54,11.486,506,11230536,11440690,0,,,0
11350612,하계2동,11230536,용신동,2088.59,47.47,7109.99,7.11,527,11350612,11230536,1,108.0,0.00318106,0
11230536,용신동,11215740,중곡1동,2083.81,38.09,4060.25,4.06,528,11230536,11215740,0,,,0
11140665,동화동,11230536,용신동,2082.34,25.98,2007.12,2.007,553,11140665,11230536,1,55.0,0.00539821,0
11350624,중계4동,11230536,용신동,2081.49,57.35,10020.56,10.021,493,11350624,11230536,1,87.0,0.00333777,0
11380580,응암1동,11230536,용신동,2063.87,56.25,9262.28,9.262,550,11380580,11230536,0,,,0
11380570,대조동,11230536,용신동,2061.0,56.0,10324.94,10.325,561,11380570,11230536,0,,,0
11230536,용신동,11305635,수유3동,2058.31,49.06,6961.71,6.962,518,11230536,11305635,0,,,0
11680640,역삼1동,11230536,용신동,2024.61,47.98,8692.73,8.693,678,11680640,11230536,0,,,0
11230536,용신동,11215847,자양4동,2022.37,39.56,4943.41,4.943,513,11230536,11215847,0,,,0
11110580,교남동,11230536,용신동,2016.46,34.14,5797.9,5.798,653,11110580,11230536,1,56.0,0.00415718,0
11230536,용신동,11230570,전농2동,2014.35,22.56,2437.78,2.438,524,11230536,11230570,0,,,0
11200650,성수1가1동,11230536,용신동,2014.3,31.98,4026.55,4.027,545,11200650,11230536,0,,,0
11440730,성산2동,11230536,용신동,2007.09,51.14,10926.41,10.926,506,11440730,11230536,0,,,0
11230536,용신동,11710720,잠실7동,2002.01,50.18,8541.83,8.542,482,11230536,11710720,0,,,0
11170520,용산2가동,11230536,용신동,1993.64,42.77,5114.96,5.115,540,11170520,11230536,1,53.0,0.00591927,0
11230536,용신동,11305555,송천동,1990.99,37.18,4887.83,4.888,542,11230536,11305555,0,,,0
11740610,천호2동,11230536,용신동,1977.67,62.8,9192.92,9.193,525,11740610,11230536,0,,,0
11740620,천호3동,11230536,용신동,1975.4,49.11,10033.68,10.034,622,11740620,11230536,0,,,0
11230536,용신동,11170560,원효로1동,1967.84,45.61,7262.18,7.262,494,11230536,11170560,0,,,0
11680700,세곡동,11230536,용신동,1959.59,59.11,13106.78,13.107,560,11680700,11230536,0,,,0
11440660,서교동,11230536,용신동,1958.52,49.04,9782.42,9.782,629,11440660,11230536,0,,,0
11110670,창신1동,11230536,용신동,1941.72,25.22,1393.37,1.393,551,11110670,11230536,1,23.0,0.01183624,0
11140625,다산동,11230536,용신동,1940.52,27.64,2897.14,2.897,553,11140625,11230536,0,,,0
11230536,용신동,11500603,가양1동,1926.62,74.21,17806.19,17.806,506,11230536,11500603,0,,,0
11215847,자양4동,11230536,용신동,1917.19,48.36,5478.64,5.479,504,11215847,11230536,0,,,0
11230536,용신동,11710680,잠실3동,1907.58,52.02,9147.19,9.147,477,11230536,11710680,0,,,0
11230536,용신동,11140680,중림동,1877.29,45.6,6160.77,6.161,489,11230536,11140680,0,,,0
11230536,용신동,11305545,송중동,1868.28,37.12,4551.94,4.552,489,11230536,11305545,0,,,0
11380632,신사2동,11230536,용신동,1866.04,63.57,10811.53,10.812,510,11380632,11230536,0,,,0
11680545,압구정동,11230536,용신동,1838.73,46.27,5192.7,5.193,533,11680545,11230536,0,,,0
11350621,중계1동,11230536,용신동,1837.19,54.08,9030.51,9.031,515,11350621,11230536,0,,,0
11410655,홍제2동,11230536,용신동,1835.2,49.59,6999.92,7.0,492,11410655,11230536,0,,,0
11230536,용신동,11650652,양재2동,1832.68,66.36,11844.58,11.845,472,11230536,11650652,0,,,0
11530750,개봉2동,11230536,용신동,1830.52,72.95,18121.01,18.121,416,11530750,11230536,0,,,0
11410520,천연동,11230536,용신동,1814.38,49.08,6087.96,6.088,464,11410520,11230536,0,,,0
11380590,응암2동,11230536,용신동,1813.33,53.01,9389.64,9.39,347,11380590,11230536,0,,,0
11710647,위례동,11230536,용신동,1801.61,68.85,14457.19,14.457,528,11710647,11230536,0,,,0
11380631,신사1동,11230536,용신동,1792.92,81.31,10949.11,10.949,449,11380631,11230536,0,,,0
11740690,둔촌1동,11230536,용신동,1786.87,52.67,10794.99,10.795,553,11740690,11230536,0,,,0
11230536,용신동,11290575,동선동,1768.56,33.32,2178.18,2.178,423,11230536,11290575,0,,,0
11230536,용신동,11440565,공덕동,1768.24,50.29,7610.21,7.61,476,11230536,11440565,0,,,0
11410685,홍은2동,11230536,용신동,1759.4,53.38,8808.45,8.808,439,11410685,11230536,0,,,0
11230536,용신동,11560560,당산2동,1752.32,71.68,12536.35,12.536,468,11230536,11560560,0,,,0
11215830,자양2동,11230536,용신동,1751.1,49.67,6683.71,6.684,493,11215830,11230536,0,,,0
11440655,서강동,11230536,용신동,1741.12,43.18,9396.53,9.397,485,11440655,11230536,0,,,0
11230536,용신동,11215710,화양동,1732.76,38.43,5015.67,5.016,469,11230536,11215710,0,,,0
11440565,공덕동,11230536,용신동,1730.65,50.43,7342.91,7.343,470,11440565,11230536,0,,,0
11470650,신정4동,11230536,용신동,1728.08,64.24,16445.93,16.446,525,11470650,11230536,0,,,0
11545610,독산1동,11230536,용신동,1722.2,90.58,17096.51,17.097,494,11545610,11230536,0,,,0
11350670,상계5동,11230536,용신동,1721.76,56.54,10154.7,10.155,439,11350670,11230536,0,,,0
11590520,노량진2동,11230536,용신동,1707.66,48.25,10800.52,10.801,551,11590520,11230536,1,65.0,0.0042782,0
11590540,상도2동,11230536,용신동,1707.23,58.89,11478.2,11.478,459,11590540,11230536,0,,,0
11380640,증산동,11230536,용신동,1706.26,61.11,11550.42,11.55,391,11380640,11230536,0,,,0
11680610,대치2동,11230536,용신동,1697.26,53.93,8851.64,8.852,449,11680610,11230536,0,,,0
11440600,대흥동,11230536,용신동,1696.51,44.08,8129.49,8.129,450,11440600,11230536,0,,,0
11710600,석촌동,11230536,용신동,1687.57,49.87,10395.73,10.396,445,11710600,11230536,0,,,0
11230536,용신동,11500593,화곡8동,1687.08,72.78,16896.27,16.896,447,11230536,11500593,0,,,0
11710570,오금동,11230536,용신동,1686.45,57.58,11754.68,11.755,504,11710570,11230536,0,,,0
11260630,묵2동,11230536,용신동,1681.97,43.35,5409.56,5.41,459,11260630,11230536,0,,,0
11500590,화곡본동,11230536,용신동,1676.72,81.17,16951.6,16.952,491,11500590,11230536,0,,,0
11440555,아현동,11230536,용신동,1669.13,39.18,7116.35,7.116,463,11440555,11230536,0,,,0
11380650,수색동,11230536,용신동,1652.04,56.02,11671.02,11.671,474,11380650,11230536,0,,,0
11230536,용신동,11110650,혜화동,1618.91,39.86,2957.37,2.957,437,11230536,11110650,0,,,0
11410690,남가좌1동,11230536,용신동,1598.42,64.64,10232.64,10.233,425,11410690,11230536,0,,,0
11710562,방이2동,11230536,용신동,1598.19,53.23,10188.91,10.189,458,11710562,11230536,0,,,0
11140635,약수동,11230536,용신동,1594.04,31.57,3670.32,3.67,430,11140635,11230536,0,,,0
11500540,화곡1동,11230536,용신동,1580.3,72.24,17394.03,17.394,439,11500540,11230536,0,,,0
11380530,불광2동,11230536,용신동,1575.99,52.73,11041.28,11.041,430,11380530,11230536,0,,,0
11740660,성내3동,11230536,용신동,1570.53,50.03,10258.64,10.259,554,11740660,11230536,0,,,0
11230536,용신동,11230720,휘경1동,1567.37,29.12,3341.96,3.342,400,11230536,11230720,0,,,0
11110640,이화동,11230536,용신동,1565.65,30.85,2351.8,2.352,515,11110640,11230536,1,45.0,0.00486127,0
11350619,중계본동,11230536,용신동,1560.3,52.82,8992.36,8.992,436,11350619,11230536,0,,,0
11590510,노량진1동,11230536,용신동,1558.69,52.22,10353.37,10.353,471,11590510,11230536,0,,,0
11650590,방배본동,11230536,용신동,1551.01,58.57,9442.81,9.443,409,11650590,11230536,0,,,0
11230536,용신동,11200645,옥수동,1532.34,40.91,4302.67,4.303,410,11230536,11200645,0,,,0
11230536,용신동,11260620,묵1동,1526.65,37.81,5862.2,5.862,345,11230536,11260620,0,,,0
11710670,잠실2동,11230536,용신동,1519.5,48.01,8665.25,8.665,402,11710670,11230536,0,,,0
11710580,송파1동,11230536,용신동,1505.09,54.97,10525.4,10.525,434,11710580,11230536,0,,,0
11230536,용신동,11710631,가락1동,1500.22,70.01,11148.68,11.149,400,11230536,11710631,0,,,0
11230536,용신동,11710562,방이2동,1488.06,49.69,9421.55,9.422,375,11230536,11710562,0,,,0
11170560,원효로1동,11230536,용신동,1486.51,54.57,7194.14,7.194,377,11170560,11230536,0,,,0
11230536,용신동,11710650,잠실본동,1481.17,57.12,8767.7,8.768,385,11230536,11710650,0,,,0
11620630,남현동,11230536,용신동,1477.03,55.75,12404.42,12.404,441,11620630,11230536,0,,,0
11410710,북가좌1동,11230536,용신동,1473.16,66.52,10384.61,10.385,386,11410710,11230536,0,,,0
11230536,용신동,11560550,당산1동,1464.21,65.37,13622.62,13.623,370,11230536,11560550,0,,,0
11230536,용신동,11500535,등촌3동,1461.13,72.75,16710.13,16.71,372,11230536,11500535,0,,,0
11230536,용신동,11290715,월곡1동,1455.59,28.98,3293.84,3.294,337,11230536,11290715,0,,,0
11230536,용신동,11260655,망우본동,1452.79,43.93,6722.46,6.722,372,11230536,11260655,0,,,0
11740560,고덕2동,11230536,용신동,1449.65,61.06,12387.65,12.388,345,11740560,11230536,0,,,0
11230536,용신동,11350580,월계3동,1443.43,42.01,5403.91,5.404,382,11230536,11350580,0,,,0
11290640,정릉3동,11230536,용신동,1439.78,31.71,4669.02,4.669,375,11290640,11230536,1,71.0,0.0042508,0
11710650,잠실본동,11230536,용신동,1431.92,39.98,9327.99,9.328,405,11710650,11230536,0,,,0
11410615,연희동,11230536,용신동,1430.74,58.19,8650.37,8.65,373,11410615,11230536,0,,,0
11680590,삼성2동,11230536,용신동,1419.23,47.11,7230.86,7.231,421,11680590,11230536,0,,,0
11440630,신수동,11230536,용신동,1403.61,50.87,8518.5,8.518,363,11440630,11230536,0,,,0
11230536,용신동,11350611,하계1동,1399.22,40.99,7739.44,7.739,315,11230536,11350611,0,,,0
11440680,합정동,11230536,용신동,1396.19,47.01,10914.87,10.915,384,11440680,11230536,0,,,0
11230536,용신동,11650581,반포4동,1395.24,62.38,8627.61,8.628,371,11230536,11650581,0,,,0
11380560,구산동,11230536,용신동,1392.28,54.29,11097.86,11.098,415,11380560,11230536,0,,,0
11710680,잠실3동,11230536,용신동,1391.79,50.07,9278.84,9.279,372,11710680,11230536,0,,,0
11200720,송정동,11230536,용신동,1384.51,35.78,4076.71,4.077,389,11200720,11230536,0,,,0
11590550,상도3동,11230536,용신동,1379.01,59.07,12312.68,12.313,340,11590550,11230536,0,,,0
11620695,신림동,11230536,용신동,1361.43,67.81,13337.7,13.338,426,11620695,11230536,0,,,0
11530520,구로1동,11230536,용신동,1356.47,78.87,16668.81,16.669,353,11530520,11230536,0,,,0
11230536,용신동,11740570,암사1동,1354.92,52.05,9389.31,9.389,308,11230536,11740570,0,,,0
11740515,강일동,11230536,용신동,1354.59,64.91,12506.45,12.506,423,11740515,11230536,0,,,0
11230536,용신동,11200590,금호1가동,1340.08,39.44,2706.16,2.706,345,11230536,11200590,0,,,0
11680600,대치1동,11230536,용신동,1333.2,64.18,9329.98,9.33,428,11680600,11230536,0,,,0
11440590,용강동,11230536,용신동,1330.16,47.49,8654.55,8.655,352,11440590,11230536,0,,,0
11710690,잠실4동,11230536,용신동,1318.88,47.33,9210.36,9.21,363,11710690,11230536,0,,,0
11740530,명일1동,11230536,용신동,1316.51,59.25,10405.84,10.406,390,11740530,11230536,0,,,0
11710631,가락1동,11230536,용신동,1313.69,56.08,11025.77,11.026,411,11710631,11230536,0,,,0
11590670,신대방1동,11230536,용신동,1311.6,58.62,13868.88,13.869,358,11590670,11230536,0,,,0
11530510,신도림동,11230536,용신동,1304.05,65.43,15054.81,15.055,346,11530510,11230536,0,,,0
11710720,잠실7동,11230536,용신동,1296.95,51.19,8397.11,8.397,372,11710720,11230536,0,,,0
11620585,낙성대동,11230536,용신동,1292.37,65.12,12773.47,12.773,427,11620585,11230536,0,,,0
11680675,개포3동,11230536,용신동,1283.19,45.28,10045.93,10.046,299,11680675,11230536,0,,,0
11230536,용신동,11740610,천호2동,1269.63,54.2,8957.4,8.957,342,11230536,11740610,0,,,0
11740580,암사2동,11230536,용신동,1256.88,61.49,8748.56,8.749,381,11740580,11230536,0,,,0
11230536,용신동,11680700,세곡동,1254.15,70.36,13561.65,13.562,334,11230536,11680700,0,,,0
11230536,용신동,11560610,양평1동,1253.71,69.47,13976.56,13.977,326,11230536,11560610,0,,,0
11230536,용신동,11290525,성북동,1253.35,33.92,3211.47,3.211,331,11230536,11290525,0,,,0
11650560,반포1동,11230536,용신동,1249.93,58.43,7825.64,7.826,364,11650560,11230536,0,,,0
11230536,용신동,11215830,자양2동,1249.68,39.13,6216.95,6.217,299,11230536,11215830,0,,,0
11380552,갈현2동,11230536,용신동,1236.61,53.36,11249.29,11.249,325,11380552,11230536,0,,,0
11230536,용신동,11260575,면목3.8동,1235.62,45.01,4758.88,4.759,321,11230536,11260575,0,,,0
11590620,사당1동,11230536,용신동,1228.72,56.29,11625.52,11.626,339,11590620,11230536,0,,,0
11410585,신촌동,11230536,용신동,1225.98,47.67,7944.57,7.945,433,11410585,11230536,0,,,0
11650530,서초3동,11230536,용신동,1221.64,56.93,10236.59,10.237,412,11650530,11230536,0,,,0
11710610,삼전동,11230536,용신동,1217.25,56.18,9650.09,9.65,375,11710610,11230536,0,,,0
11230536,용신동,11200620,금호4가동,1216.52,36.17,3542.73,3.543,324,11230536,11200620,0,,,0
11530560,구로5동,11230536,용신동,1212.18,70.28,15324.64,15.325,346,11530560,11230536,0,,,0
11230536,용신동,11680656,도곡2동,1209.6,59.92,10072.1,10.072,321,11230536,11680656,0,,,0
11230536,용신동,11290640,정릉3동,1208.66,35.56,4853.56,4.854,322,11230536,11290640,0,,,0
11710641,문정1동,11230536,용신동,1208.02,61.07,12999.04,12.999,399,11710641,11230536,0,,,0
11230536,용신동,11260565,면목본동,1203.21,38.48,5235.08,5.235,313,11230536,11260565,0,,,0
11710642,문정2동,11230536,용신동,1203.13,63.57,12980.25,12.98,355,11710642,11230536,0,,,0
11170510,후암동,11230536,용신동,1201.73,46.49,4991.68,4.992,362,11170510,11230536,0,,,0
11230536,용신동,11740526,상일2동,1190.55,61.0,13073.18,13.073,337,11230536,11740526,0,,,0
11500535,등촌3동,11230536,용신동,1179.88,72.96,16382.34,16.382,346,11500535,11230536,0,,,0
11230536,용신동,11500510,염창동,1178.61,84.46,14995.69,14.996,331,11230536,11500510,0,,,0
11230536,용신동,11170650,이태원1동,1178.05,42.04,6187.34,6.187,338,11230536,11170650,0,,,0
11440690,망원1동,11230536,용신동,1176.32,52.79,11185.9,11.186,379,11440690,11230536,0,,,0
11230536,용신동,11260610,중화2동,1167.44,46.58,4423.69,4.424,316,11230536,11260610,0,,,0
11230536,용신동,11215730,군자동,1164.68,32.72,4190.3,4.19,307,11230536,11215730,0,,,0
11710520,풍납2동,11230536,용신동,1155.56,53.76,8594.41,8.594,329,11710520,11230536,0,,,0
11560585,도림동,11230536,용신동,1153.08,60.05,13754.14,13.754,319,11560585,11230536,0,,,0
11215710,화양동,11230536,용신동,1150.49,34.91,4776.55,4.777,366,11215710,11230536,0,,,0
11620775,난곡동,11230536,용신동,1150.07,78.76,14876.7,14.877,308,11620775,11230536,0,,,0
11560535,영등포동,11230536,용신동,1149.02,50.82,12178.13,12.178,324,11560535,11230536,0,,,0
11230536,용신동,11500540,화곡1동,1140.94,79.27,17466.71,17.467,313,11230536,11500540,0,,,0
11710532,거여2동,11230536,용신동,1140.23,63.95,13968.53,13.969,293,11710532,11230536,0,,,0
11110560,평창동,11230536,용신동,1127.11,52.93,6761.64,6.762,316,11110560,11230536,0,,,0
11740526,상일2동,11230536,용신동,1115.0,79.35,13234.32,13.234,380,11740526,11230536,0,,,0
11650580,반포3동,11230536,용신동,1099.26,45.73,7831.61,7.832,339,11650580,11230536,0,,,0
11230536,용신동,11440590,용강동,1096.91,51.79,8549.75,8.55,300,11230536,11440590,0,,,0
11230536,용신동,11500620,공항동,1091.38,69.1,20956.12,20.956,308,11230536,11500620,0,,,0
11230536,용신동,11200615,금호2.3가동,1088.74,33.16,3064.54,3.065,294,11230536,11200615,0,,,0
11350720,상계10동,11230536,용신동,1075.97,53.45,9931.56,9.932,302,11350720,11230536,0,,,0
11230536,용신동,11140635,약수동,1067.43,47.17,3308.89,3.309,286,11230536,11140635,0,,,0
11590530,상도1동,11230536,용신동,1063.92,60.57,11048.25,11.048,337,11590530,11230536,0,,,0
11230536,용신동,11290660,길음1동,1059.22,53.89,3728.97,3.729,291,11230536,11290660,0,,,0
11230536,용신동,11440655,서강동,1057.72,57.9,9962.37,9.962,300,11230536,11440655,0,,,0
11230536,용신동,11500611,발산1동,1053.51,81.61,18213.77,18.214,290,11230536,11500611,0,,,0
11230536,용신동,11170580,효창동,1051.36,39.11,7738.65,7.739,264,11230536,11170580,0,,,0
11500510,염창동,11230536,용신동,1050.62,56.95,13936.99,13.937,281,11500510,11230536,0,,,0
11230536,용신동,11560620,양평2동,1045.25,64.27,13292.61,13.293,290,11230536,11560620,0,,,0
11620525,보라매동,11230536,용신동,1042.95,68.51,12763.78,12.764,324,11620525,11230536,0,,,0
11230536,용신동,11590660,대방동,1038.4,52.8,12271.1,12.271,255,11230536,11590660,0,,,0
11110630,종로5.6가동,11230536,용신동,1037.55,30.65,2416.93,2.417,320,11110630,11230536,1,46.0,0.00394344,0
11230536,용신동,11500520,등촌1동,1036.76,63.44,15570.11,15.57,235,11230536,11500520,0,,,0
11530760,개봉3동,11230536,용신동,1035.02,70.11,18533.07,18.533,325,11530760,11230536,0,,,0
11590605,흑석동,11230536,용신동,1030.24,61.2,10294.07,10.294,251,11590605,11230536,0,,,0
11170625,한강로동,11230536,용신동,1025.54,56.02,7998.84,7.999,345,11170625,11230536,0,,,0
11650540,잠원동,11230536,용신동,1023.2,45.91,6618.03,6.618,292,11650540,11230536,0,,,0
11230536,용신동,11650560,반포1동,1022.71,54.82,7724.74,7.725,280,11230536,11650560,0,,,0
11500560,화곡3동,11230536,용신동,1019.06,69.31,17117.55,17.118,280,11500560,11230536,0,,,0
11560540,여의동,11230536,용신동,1018.49,49.91,10716.79,10.717,329,11560540,11230536,0,,,0
11140590,광희동,11230536,용신동,1012.64,36.18,2504.79,2.505,349,11140590,11230536,0,,,0
11230536,용신동,11215860,구의2동,1012.07,40.11,5780.22,5.78,279,11230536,11215860,0,,,0
11230536,용신동,11710600,석촌동,1006.71,57.61,10114.02,10.114,281,11230536,11710600,0,,,0
11230536,용신동,11110540,삼청동,1002.82,43.59,4646.48,4.646,262,11230536,11110540,0,,,0
11230536,용신동,11740700,둔촌2동,996.0,50.12,10912.55,10.913,256,11230536,11740700,0,,,0
11230536,용신동,11140645,청구동,991.55,38.98,2704.13,2.704,259,11230536,11140645,0,,,0
11170630,이촌1동,11230536,용신동,989.17,49.04,8569.26,8.569,270,11170630,11230536,0,,,0
11650570,반포2동,11230536,용신동,986.46,35.88,8494.9,8.495,276,11650570,11230536,0,,,0
11230536,용신동,11350595,공릉1동,986.16,36.56,6360.23,6.36,267,11230536,11350595,0,,,0
11230536,용신동,11170555,청파동,985.47,44.55,6484.92,6.485,274,11230536,11170555,0,,,0
11230536,용신동,11500640,방화2동,980.92,97.0,20431.11,20.431,265,11230536,11500640,0,,,0
11620735,대학동,11230536,용신동,977.02,92.65,14607.4,14.607,316,11620735,11230536,0,,,0
11530540,구로3동,11230536,용신동,968.89,71.01,16143.19,16.143,282,11530540,11230536,0,,,0
11230536,용신동,11680600,대치1동,967.45,52.97,9311.24,9.311,256,11230536,11680600,0,,,0
11740650,성내2동,11230536,용신동,961.92,46.5,9723.65,9.724,285,11740650,11230536,0,,,0
11500520,등촌1동,11230536,용신동,959.3,69.11,15290.79,15.291,276,11500520,11230536,0,,,0
11620665,서림동,11230536,용신동,956.69,74.75,13928.19,13.928,284,11620665,11230536,0,,,0
11230536,용신동,11620525,보라매동,954.55,97.25,13263.44,13.263,266,11230536,11620525,0,,,0
11440720,성산1동,11230536,용신동,954.22,52.01,10614.37,10.614,303,11440720,11230536,0,,,0
11470550,목5동,11230536,용신동,953.06,59.01,14321.3,14.321,256,11470550,11230536,0,,,0
11230536,용신동,11440730,성산2동,947.65,58.98,11202.98,11.203,254,11230536,11440730,0,,,0
11680650,역삼2동,11230536,용신동,946.23,51.55,8616.18,8.616,293,11680650,11230536,0,,,0
11590650,사당4동,11230536,용신동,941.49,56.59,11890.62,11.891,284,11590650,11230536,0,,,0
11710620,가락본동,11230536,용신동,939.28,80.53,12139.01,12.139,335,11710620,11230536,0,,,0
11650581,반포4동,11230536,용신동,937.28,51.66,8442.1,8.442,316,11650581,11230536,0,,,0
11230536,용신동,11305603,번2동,930.88,43.23,6137.21,6.137,254,11230536,11305603,0,,,0
11680565,청담동,11230536,용신동,930.4,52.34,6165.23,6.165,297,11680565,11230536,0,,,0
11620625,인헌동,11230536,용신동,929.07,53.82,12934.74,12.935,312,11620625,11230536,0,,,0
11170685,한남동,11230536,용신동,926.01,39.75,5263.73,5.264,273,11170685,11230536,0,,,0
11170650,이태원1동,11230536,용신동,921.58,56.04,5724.02,5.724,253,11170650,11230536,0,,,0
11230536,용신동,11680670,개포2동,920.17,51.14,10573.84,10.574,226,11230536,11680670,0,,,0
11590640,사당3동,11230536,용신동,915.85,69.04,11270.73,11.271,237,11590640,11230536,0,,,0
11230536,용신동,11260630,묵2동,913.49,30.86,4823.78,4.824,259,11230536,11260630,0,,,0
11590630,사당2동,11230536,용신동,911.9,49.16,10274.86,10.275,268,11590630,11230536,0,,,0
11230536,용신동,11215850,구의1동,909.92,39.75,6052.84,6.053,237,11230536,11215850,0,,,0
11680531,논현2동,11230536,용신동,903.2,49.76,7158.15,7.158,255,11680531,11230536,0,,,0
11545510,가산동,11230536,용신동,901.59,76.96,16475.37,16.475,314,11545510,11230536,0,,,0
11560550,당산1동,11230536,용신동,898.81,56.84,13325.52,13.326,277,11560550,11230536,0,,,0
11170530,남영동,11230536,용신동,897.9,38.74,6184.27,6.184,270,11170530,11230536,0,,,0
11230536,용신동,11590680,신대방2동,893.05,53.22,13066.74,13.067,224,11230536,11590680,0,,,0
11110570,무악동,11230536,용신동,889.25,39.75,6531.93,6.532,256,11110570,11230536,0,,,0
11545670,시흥1동,11230536,용신동,884.71,77.08,17148.24,17.148,227,11545670,11230536,0,,,0
11230536,용신동,11620735,대학동,880.43,81.4,14937.42,14.937,238,11230536,11620735,0,,,0
11500630,방화1동,11230536,용신동,874.22,75.01,18668.71,18.669,231,11500630,11230536,0,,,0
11530770,오류1동,11230536,용신동,872.33,81.36,18578.24,18.578,232,11530770,11230536,0,,,0
11230536,용신동,11215820,자양1동,872.11,45.8,6402.47,6.402,251,11230536,11215820,0,,,0
11680521,논현1동,11230536,용신동,867.79,59.19,7207.85,7.208,314,11680521,11230536,0,,,0
11650651,양재1동,11230536,용신동,860.59,60.66,10978.17,10.978,257,11650651,11230536,0,,,0
11230536,용신동,11305535,미아동,859.57,43.02,5595.58,5.596,212,11230536,11305535,0,,,0
11470680,신정7동,11230536,용신동,859.2,65.69,15994.68,15.995,245,11470680,11230536,0,,,0
11230536,용신동,11710620,가락본동,858.05,70.09,11847.24,11.847,245,11230536,11710620,0,,,0
11620565,성현동,11230536,용신동,855.43,46.94,12107.33,12.107,201,11620565,11230536,0,,,0
11680630,대치4동,11230536,용신동,846.22,59.56,8630.64,8.631,263,11680630,11230536,0,,,0
11230536,용신동,11380510,녹번동,846.1,46.72,9367.25,9.367,231,11230536,11380510,0,,,0
11590651,사당5동,11230536,용신동,844.04,51.93,11718.47,11.718,279,11590651,11230536,0,,,0
11230536,용신동,11590630,사당2동,840.6,57.3,10775.87,10.776,231,11230536,11590630,0,,,0
11230536,용신동,11650610,방배2동,830.08,56.6,11803.61,11.804,237,11230536,11650610,0,,,0
11230536,용신동,11350600,공릉2동,829.36,48.9,7090.01,7.09,219,11230536,11350600,0,,,0
11650531,서초4동,11230536,용신동,827.31,54.65,8433.68,8.434,233,11650531,11230536,0,,,0
11230536,용신동,11260540,면목4동,818.6,43.94,4345.72,4.346,226,11230536,11260540,0,,,0
11230536,용신동,11740525,상일1동,816.94,53.17,11164.49,11.164,219,11230536,11740525,0,,,0
11530530,구로2동,11230536,용신동,812.96,69.65,15679.57,15.68,218,11530530,11230536,0,,,0
11620595,청룡동,11230536,용신동,811.16,63.25,13320.85,13.321,273,11620595,11230536,0,,,0
11530740,개봉1동,11230536,용신동,797.83,73.32,17888.88,17.889,238,11530740,11230536,0,,,0
11230536,용신동,11170660,이태원2동,797.52,41.22,5288.85,5.289,219,11230536,11170660,0,,,0
11230536,용신동,11440610,염리동,796.24,66.72,8382.42,8.382,215,11230536,11440610,0,,,0
11230536,용신동,11110680,창신2동,794.47,29.34,1835.85,1.836,212,11230536,11110680,0,,,0
11140550,명동,11230536,용신동,791.02,38.39,4385.21,4.385,222,11140550,11230536,0,,,0
11500611,발산1동,11230536,용신동,789.23,77.9,18140.42,18.14,231,11500611,11230536,0,,,0
11230536,용신동,11740685,길동,786.22,60.7,10220.41,10.22,221,11230536,11740685,0,,,0
11230536,용신동,11440630,신수동,784.39,53.7,8935.76,8.936,227,11230536,11440630,0,,,0
11230536,용신동,11215770,중곡4동,784.09,34.92,4999.77,5.0,209,11230536,11215770,0,,,0
11710646,장지동,11230536,용신동,781.2,57.3,13423.67,13.424,224,11710646,11230536,0,,,0
11170700,보광동,11230536,용신동,780.32,43.67,5525.45,5.525,227,11170700,11230536,0,,,0
11230536,용신동,11545610,독산1동,776.97,70.81,17397.5,17.397,212,11230536,11545610,0,,,0
11740540,명일2동,11230536,용신동,771.98,58.02,11298.99,11.299,241,11740540,11230536,0,,,0
11170690,서빙고동,11230536,용신동,767.85,69.26,6933.57,6.934,218,11170690,11230536,0,,,0
11500615,우장산동,11230536,용신동,764.03,70.83,17004.79,17.005,209,11500615,11230536,0,,,0
11110550,부암동,11230536,용신동,759.94,38.54,6308.66,6.309,236,11110550,11230536,0,,,0
11545680,시흥2동,11230536,용신동,755.56,92.07,17361.2,17.361,188,11545680,11230536,0,,,0
11620605,은천동,11230536,용신동,753.12,74.91,12410.91,12.411,198,11620605,11230536,0,,,0
11650510,서초1동,11230536,용신동,752.23,61.16,10037.53,10.038,186,11650510,11230536,0,,,0
11230536,용신동,11290810,석관동,744.95,28.67,4504.44,4.504,194,11230536,11290810,0,,,0
11110515,청운효자동,11230536,용신동,744.07,41.24,5687.04,5.687,253,11110515,11230536,0,,,0
11590680,신대방2동,11230536,용신동,742.28,59.92,13030.8,13.031,209,11590680,11230536,0,,,0
11230536,용신동,11620595,청룡동,742.13,78.89,13361.48,13.361,197,11230536,11620595,0,,,0
11230536,용신동,11590620,사당1동,741.39,55.1,11426.83,11.427,196,11230536,11590620,0,,,0
11620745,삼성동,11230536,용신동,739.94,96.81,14692.71,14.693,204,11620745,11230536,0,,,0
11170660,이태원2동,11230536,용신동,738.96,31.92,5418.01,5.418,219,11170660,11230536,0,,,0
11470560,신월1동,11230536,용신동,736.52,75.57,17865.27,17.865,208,11470560,11230536,0,,,0
11230536,용신동,11650660,내곡동,722.53,75.96,13327.96,13.328,207,11230536,11650660,0,,,0
11230536,용신동,11380631,신사1동,718.0,62.87,10823.45,10.823,196,11230536,11380631,0,,,0
